radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverAssists,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage
False,1,1,0,1,0,0,0,0,0,0,936,3,3,2,3,2,2,3,1
False,0,1,0,1,0,0,0,0,0,0,2900,3,4,2,2,3,2,2,1
False,1,0,1,0,0,0,0,0,0,0,2122,3,3,1,2,2,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1971,1,1,1,2,1,2,1,2
False,0,0,0,0,0,0,0,0,0,1,3360,3,3,2,2,3,2,2,2
False,0,0,0,1,0,0,0,0,0,0,5395,2,5,2,2,3,2,2,2
False,1,0,0,0,0,0,0,0,0,0,2002,1,2,2,2,2,1,2,1
True,0,0,0,0,0,0,0,0,0,0,269,2,4,5,5,4,3,2,5
True,0,1,0,0,0,0,0,0,0,0,2152,2,3,2,3,1,2,3,2
True,0,1,1,0,0,0,0,0,0,0,2414,4,4,2,2,3,2,2,2
False,0,0,0,1,0,0,0,0,0,0,3975,1,5,3,1,2,2,2,2
False,1,0,1,0,0,0,0,0,0,0,2819,3,3,2,3,1,2,2,2
True,0,0,0,0,1,0,0,0,0,1,2068,2,3,2,1,3,3,2,2
True,1,1,1,0,0,0,0,1,0,0,1749,2,3,3,3,1,3,2,2
True,0,0,0,0,0,0,0,0,0,1,1804,3,2,1,2,2,2,2,1
True,1,0,0,0,0,1,0,0,0,0,2450,2,2,2,2,3,2,1,2
True,0,0,0,0,0,0,0,0,0,0,2620,2,1,1,2,2,3,1,3
True,0,0,0,0,0,0,0,1,0,0,2866,2,2,2,2,3,2,2,2
False,0,0,0,0,0,0,1,0,0,0,2910,3,3,3,2,2,2,2,2
True,0,1,1,0,0,0,0,0,0,0,1717,2,2,2,2,2,2,1,2
True,1,0,0,0,0,1,0,0,0,0,2209,2,2,3,2,3,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2732,2,2,2,3,2,1,3,2
True,0,0,0,0,0,0,0,0,1,0,3336,2,1,3,2,2,2,2,2
True,0,0,0,1,0,0,0,0,0,0,2941,2,3,2,2,1,4,2,3
False,0,0,0,0,0,0,0,1,0,0,1885,2,2,3,3,2,2,2,1
False,0,0,0,0,0,1,0,0,0,0,2053,2,3,4,2,3,4,2,3
True,0,1,0,1,0,0,0,0,0,1,3419,2,2,2,1,2,4,1,2
True,0,1,1,0,0,0,1,0,0,0,2258,2,2,3,3,3,2,3,2
True,0,0,0,1,1,1,0,0,0,0,2379,3,3,2,2,2,3,2,3
True,0,1,0,0,0,0,0,0,1,0,2589,2,3,2,2,3,3,1,2
True,0,1,0,0,0,0,0,0,0,0,1873,2,1,3,2,2,3,3,2
False,0,0,0,0,0,0,0,0,0,0,2827,3,3,3,3,2,2,3,1
True,1,0,0,0,0,1,0,0,0,0,2215,3,3,2,2,3,3,2,2
False,0,0,1,0,1,0,0,0,0,0,3719,4,3,2,1,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,1458,3,2,2,1,2,3,2,2
True,0,0,0,1,0,0,0,0,0,0,3266,2,3,3,2,3,2,2,2
False,0,1,0,0,0,1,0,0,0,0,2817,3,3,2,3,3,2,1,3
False,0,0,0,0,0,0,1,0,1,0,2609,2,3,2,2,2,2,2,2
True,1,0,0,0,0,0,0,1,0,0,3284,3,3,3,1,2,2,3,1
True,0,0,1,0,0,0,0,0,0,0,2716,3,2,2,3,2,3,3,2
False,0,1,0,1,0,0,0,0,0,0,2255,1,2,2,4,2,3,1,2
False,0,0,0,0,0,0,0,0,0,0,3403,3,3,2,3,3,3,2,2
True,0,1,0,1,1,0,0,0,0,0,1462,2,3,3,3,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2208,3,3,2,3,2,2,2,1
True,0,0,0,0,0,0,0,1,0,0,1595,3,3,3,1,4,3,3,3
False,0,0,0,0,1,0,0,0,0,1,2272,4,4,3,1,2,3,3,2
True,1,0,0,0,0,0,0,0,1,0,3667,1,3,3,3,2,2,3,2
True,0,0,0,0,0,0,0,0,0,1,2211,2,2,2,3,2,2,2,1
True,0,0,0,0,0,0,0,0,0,0,2998,3,4,1,3,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,3088,3,3,3,2,2,3,3,3
False,0,0,0,0,0,0,0,0,1,1,4127,2,3,2,2,3,2,3,2
False,0,0,1,0,0,0,0,0,0,0,1736,2,2,2,3,2,2,3,1
True,0,0,0,0,1,0,0,0,0,0,2268,3,2,3,3,3,2,2,2
True,0,0,0,0,0,0,0,0,1,0,2074,2,2,2,2,3,2,1,2
False,0,0,0,0,0,0,0,0,0,0,2773,2,2,3,3,3,2,2,2
False,0,1,0,0,0,0,0,0,0,0,2023,3,2,3,3,3,2,3,2
True,1,0,0,0,0,1,0,0,0,0,2808,2,3,2,2,2,1,1,1
False,0,1,0,0,0,0,0,0,0,0,2202,3,3,3,2,3,2,3,3
True,0,0,0,0,0,1,0,0,1,0,2669,2,2,2,3,2,2,2,1
True,0,0,1,0,0,0,1,0,0,0,2401,3,4,3,3,2,2,3,2
False,0,0,0,0,0,1,0,0,0,0,1524,3,2,3,3,3,1,2,3
False,1,1,0,0,0,0,0,0,0,0,2040,2,2,2,1,2,4,3,2
True,0,0,0,1,0,0,0,0,0,0,1936,2,3,3,3,3,3,4,2
False,0,0,0,0,0,1,0,0,0,0,3592,2,3,3,3,2,2,2,2
True,0,1,1,0,0,0,0,0,1,0,2490,4,3,2,3,2,2,2,2
True,0,1,0,0,0,0,0,0,0,0,3936,3,5,2,3,2,2,3,2
True,1,1,0,0,0,0,0,0,0,1,2579,1,2,2,3,1,3,2,3
True,0,0,0,0,0,0,0,0,0,0,2038,2,2,3,3,1,2,2,2
True,0,0,0,0,0,0,0,0,0,0,2499,3,3,2,2,3,3,2,2
True,0,0,0,0,0,1,0,0,0,0,648,2,3,3,3,1,2,3,3
True,0,0,0,0,0,0,0,1,0,0,2722,3,3,2,2,2,2,3,2
False,0,0,0,0,0,0,0,0,0,0,2323,2,2,2,3,3,2,3,2
False,1,0,1,0,0,0,1,0,0,0,2116,3,3,3,3,2,2,2,2
True,1,0,0,0,0,0,0,0,0,0,1397,2,3,2,3,2,3,3,2
True,1,0,0,0,0,0,0,0,0,0,2011,2,1,3,3,2,2,2,2
True,0,0,0,0,0,0,1,0,0,0,3547,3,3,3,2,3,3,3,2
False,0,1,0,0,0,0,0,0,0,0,2181,2,2,2,2,3,3,3,1
True,0,0,0,0,0,1,0,0,0,0,2078,2,2,2,2,2,2,2,3
False,0,0,0,0,0,0,0,0,0,0,3284,1,3,2,3,3,2,1,2
True,0,0,0,0,0,0,0,0,0,0,576,1,2,2,2,3,2,2,1
False,0,1,0,1,1,0,0,0,0,0,2985,2,2,2,2,2,3,2,3
True,0,0,0,1,1,0,1,0,0,0,3505,2,3,2,3,3,1,2,2
False,0,0,0,0,0,1,0,0,0,0,2155,3,1,3,3,2,3,3,1
True,0,0,0,0,0,0,0,1,0,0,2889,2,2,1,3,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2265,2,3,2,4,3,2,2,1
True,1,0,0,0,0,0,1,0,0,0,1712,2,2,2,1,2,2,2,1
False,0,0,0,0,0,0,1,0,0,0,4129,3,4,3,3,3,2,4,2
False,0,1,0,1,0,0,0,0,0,0,2981,2,2,3,3,3,1,3,3
True,1,0,0,0,0,0,0,1,0,0,3110,2,3,3,2,2,2,2,2
True,1,0,1,0,0,0,1,0,0,0,1406,4,3,3,3,3,3,2,3
True,0,0,0,0,0,0,0,0,0,0,2806,2,2,2,3,2,2,2,1
True,0,0,0,0,0,1,0,0,0,0,2537,2,3,2,2,4,2,3,2
True,1,1,0,0,0,0,0,0,0,0,2669,2,2,2,2,3,2,2,1
False,1,0,1,0,0,0,0,0,0,0,2344,3,2,2,3,3,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2991,2,3,3,2,1,3,3,2
True,1,0,0,0,0,0,1,0,0,0,2134,1,3,2,2,3,1,3,1
True,1,1,0,0,0,0,0,0,0,0,2877,2,2,1,4,2,3,3,2
True,0,0,0,0,0,0,0,0,0,1,2220,3,3,3,3,3,3,2,2
False,0,1,0,0,0,0,0,0,0,0,2416,3,2,2,3,3,3,2,3
False,1,0,0,0,0,0,0,0,0,0,2238,2,2,2,2,2,2,2,3
False,0,0,0,0,0,0,0,0,0,0,2579,2,3,2,2,2,3,3,1
False,0,0,0,0,0,0,0,0,0,0,1850,2,3,3,2,3,2,1,1
False,1,0,1,0,0,0,0,0,0,0,3078,3,3,2,3,1,3,2,3
True,0,1,0,0,0,0,0,0,0,0,2997,3,3,2,2,3,2,2,1
True,0,0,1,0,0,1,1,0,0,0,2398,3,3,3,4,3,3,3,2
True,0,1,0,0,1,0,0,1,0,0,1994,2,2,3,3,2,1,2,3
True,0,1,1,0,0,0,0,0,0,0,2213,3,3,2,4,2,4,3,1
False,0,0,0,0,0,1,0,0,0,0,1734,3,3,2,3,4,2,2,1
True,0,0,0,0,0,0,0,0,0,0,2105,2,2,2,4,3,2,2,2
True,0,0,0,0,0,0,1,0,0,1,2831,3,3,3,3,1,3,3,1
True,0,0,1,0,0,0,0,1,0,0,3607,3,3,3,2,3,2,3,2
True,0,0,0,0,1,0,0,0,0,0,2181,3,2,3,2,3,2,2,2
True,0,1,0,0,0,1,0,0,0,0,1465,2,4,2,4,3,3,3,2
True,0,0,0,1,0,0,0,0,0,0,2944,3,4,3,2,4,3,3,2
True,1,0,0,0,0,0,0,0,1,0,2695,3,3,2,3,2,2,2,2
False,0,0,0,0,1,1,0,0,0,0,2224,3,2,3,3,3,3,2,2
True,0,0,0,0,0,0,0,0,0,1,3262,2,3,3,3,3,1,3,2
True,0,0,0,0,1,0,0,0,0,0,2684,3,3,1,2,3,2,2,1
False,0,0,0,0,0,0,0,0,0,0,3465,2,4,2,2,2,2,2,2
True,0,0,0,1,0,1,0,0,0,0,1638,2,1,1,2,3,1,1,1
False,0,0,0,0,0,0,1,0,0,1,1841,1,2,2,2,4,3,1,1
True,0,1,0,1,1,0,0,0,1,0,3713,3,4,2,3,3,2,3,3
False,1,1,0,0,0,0,0,0,0,0,2953,2,3,1,3,2,1,1,1
True,1,1,0,0,0,0,0,0,0,0,3207,2,4,3,3,2,2,4,4
True,1,0,1,0,0,1,0,0,0,0,3031,3,4,3,3,3,3,3,2
False,0,1,0,0,0,0,1,0,0,0,2151,3,2,2,3,3,4,1,3
False,0,0,0,0,1,0,0,0,0,0,2031,2,2,2,2,3,2,2,2
False,0,0,0,0,0,0,1,0,0,0,4002,2,3,2,3,2,2,3,2
False,0,0,1,1,0,0,0,0,0,1,2999,2,2,3,3,3,2,2,1
True,0,0,0,1,0,0,0,0,0,0,2305,2,3,1,2,2,3,2,3
True,0,0,0,1,0,1,0,0,0,0,1742,3,2,3,2,3,3,2,2
True,0,1,0,0,0,0,1,0,0,0,2107,3,4,2,2,3,3,2,2
True,0,0,0,1,0,0,0,0,0,0,4377,2,4,2,3,1,1,1,2
True,0,0,0,0,0,0,0,0,0,0,2220,3,2,2,3,3,3,2,2
True,1,0,1,0,0,0,0,0,0,0,2799,3,3,2,3,1,3,2,2
True,0,0,0,0,0,1,0,0,0,0,2128,3,2,1,3,2,2,2,2
True,0,0,0,0,0,0,1,0,0,0,1637,1,2,2,3,3,2,3,2
True,0,0,0,0,0,0,0,0,0,0,2858,2,2,2,2,2,2,2,2
False,1,1,0,0,0,0,0,0,0,0,2369,4,4,3,2,4,3,2,2
False,1,1,0,0,0,0,0,0,0,0,2028,2,3,2,2,1,2,2,5
False,0,0,0,1,0,0,0,0,0,0,2188,2,2,2,4,3,2,1,1
False,0,0,0,0,0,0,0,0,0,0,1562,3,3,1,3,1,2,1,1
False,0,0,0,0,0,1,0,0,0,0,1632,3,3,3,3,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2797,3,3,2,2,4,3,3,2
True,0,1,0,0,0,0,0,0,1,0,2161,2,2,1,2,1,2,1,2
False,0,0,0,0,0,0,0,0,0,0,2789,3,2,4,4,4,2,3,2
True,0,0,0,1,0,0,0,0,0,0,2676,3,3,2,3,4,3,2,1
True,0,0,0,1,0,0,0,0,1,0,2757,3,3,2,3,3,2,3,2
True,0,0,1,0,0,0,0,0,1,0,3261,1,3,3,3,1,1,2,2
True,0,0,0,0,0,0,0,1,1,0,3044,2,4,2,3,2,3,3,4
True,0,0,1,0,0,0,0,0,1,0,2569,3,3,3,2,3,3,2,2
False,0,0,1,0,0,0,0,0,0,0,2088,2,3,2,3,3,2,3,2
True,0,0,0,1,0,1,1,0,0,0,2171,3,3,2,3,2,3,2,3
True,0,0,0,0,0,0,0,0,0,1,3032,2,3,3,2,4,3,3,2
False,1,0,0,0,1,0,0,0,0,0,3421,2,2,3,2,3,2,3,1
False,0,0,0,0,0,0,0,1,0,0,3355,3,2,2,4,3,1,2,1
False,1,0,0,0,1,0,1,0,0,0,2144,3,3,3,2,2,2,2,1
False,0,0,0,0,1,0,0,0,0,0,2232,2,3,2,2,2,2,2,2
False,0,0,1,0,0,0,0,0,1,0,3451,1,2,3,3,3,3,2,2
False,0,0,0,0,1,0,0,0,0,1,2020,3,3,3,2,3,3,2,2
False,0,0,0,0,1,0,0,0,0,0,2599,2,3,3,3,3,2,2,2
True,0,1,0,0,0,0,1,0,1,0,3652,3,3,1,3,3,1,2,2
True,1,0,0,1,0,1,0,0,1,0,2488,2,2,2,3,2,2,2,1
True,0,0,0,0,0,1,0,0,1,0,2629,2,3,3,3,2,3,3,1
False,0,1,0,0,0,1,0,0,0,1,2468,2,2,3,2,2,2,3,2
True,0,0,0,0,0,0,0,0,0,0,1319,4,2,2,1,3,2,1,2
True,1,0,0,0,0,0,0,0,0,0,2582,2,3,3,2,2,2,2,2
False,0,0,0,0,1,0,0,0,0,0,2491,2,2,3,3,3,2,4,1
False,0,0,0,0,0,0,0,0,0,0,2327,2,3,2,1,2,2,3,2
True,0,1,0,1,0,0,0,0,0,0,3727,2,3,3,3,2,3,3,3
True,0,0,0,0,0,0,0,1,0,0,2973,3,3,3,2,2,2,3,2
True,0,0,0,0,1,1,1,0,0,0,3078,2,2,3,3,3,3,3,2
True,1,1,0,0,0,0,0,0,1,0,3105,3,2,3,2,3,2,2,2
True,1,0,0,0,1,0,0,0,0,0,2461,2,2,2,1,4,2,2,2
False,1,0,0,1,1,0,0,0,0,0,2318,2,2,2,1,3,2,3,1
False,0,1,0,0,0,0,0,0,0,0,1874,3,3,4,2,2,3,2,2
False,1,0,0,0,0,0,0,0,0,0,2905,2,3,1,4,3,2,2,1
False,0,0,0,0,0,1,0,1,0,0,2100,3,2,3,1,3,3,2,2
False,0,0,0,0,0,0,0,0,0,0,3577,3,3,3,2,4,2,2,3
False,0,0,1,0,0,1,0,0,0,1,2355,3,2,3,3,2,3,2,2
False,0,1,0,0,0,1,0,0,1,0,2986,2,3,2,3,3,2,3,2
False,0,0,0,0,0,0,0,1,0,0,1551,3,3,1,3,3,3,2,1
False,0,0,0,1,0,0,0,0,0,0,3232,2,3,2,2,3,2,1,2
True,0,0,0,1,1,0,0,0,0,0,3270,2,3,2,3,2,2,1,1
False,0,0,1,0,0,0,0,0,0,0,2536,3,3,3,3,2,2,3,2
False,0,0,1,0,0,0,0,0,0,0,2972,3,2,2,3,3,3,1,3
True,1,0,0,0,0,0,0,0,1,0,2585,2,3,3,3,3,3,3,2
True,1,0,0,0,0,0,0,0,0,0,3110,2,2,2,3,1,3,2,3
True,0,0,0,0,0,0,0,0,1,0,2806,2,3,2,2,2,3,2,1
True,0,1,0,0,0,0,0,1,0,0,2100,3,3,3,2,3,3,3,3
False,1,0,1,0,1,0,0,0,0,0,2850,2,3,3,3,2,3,3,2
True,0,0,0,0,0,0,0,0,0,0,1567,2,2,3,2,3,3,2,2
False,0,0,1,0,0,1,0,0,0,1,2835,3,3,2,3,4,3,3,2
False,0,0,0,0,1,0,0,0,0,0,2244,2,3,2,2,1,2,2,3
True,1,0,0,0,0,0,0,0,0,0,3359,3,3,3,1,3,3,3,2
False,1,0,1,0,0,0,0,0,0,0,1710,2,1,2,4,3,2,2,1
True,0,0,0,0,1,0,0,1,0,0,2307,3,2,3,2,1,3,3,2
True,0,0,0,0,0,0,0,0,0,0,3392,3,3,2,2,2,3,2,1
False,0,0,0,0,0,0,0,0,1,0,3375,3,3,2,3,3,3,1,2
True,0,0,1,0,0,0,0,0,0,1,2736,2,2,3,4,2,2,3,2
True,1,0,0,1,0,0,0,0,0,0,2737,1,2,1,2,3,3,1,3
False,0,0,0,1,0,0,0,0,0,0,2514,3,3,2,2,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,3031,3,3,2,3,3,4,2,2
False,1,0,0,0,0,0,0,0,0,1,3230,1,2,2,4,2,1,2,2
True,0,0,0,0,0,0,0,0,0,0,1435,2,3,2,3,4,3,3,2
True,1,0,0,0,0,0,0,0,0,1,1919,2,2,3,3,2,2,2,2
True,1,0,1,1,0,0,1,0,0,0,3205,3,3,3,2,3,3,4,3
True,0,0,0,0,1,0,0,0,0,0,2460,2,3,1,2,2,3,2,2
True,0,0,0,0,1,0,0,0,0,0,2115,3,3,1,3,2,3,2,2
True,1,1,0,0,0,1,0,0,0,0,2767,1,2,3,2,2,2,3,2
True,0,0,0,0,0,0,0,1,0,0,1981,3,2,2,3,2,3,3,2
False,0,0,0,0,0,0,0,1,0,0,2696,1,2,3,3,2,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2773,3,3,3,4,3,2,2,1
True,1,0,0,1,1,0,0,0,0,0,3333,3,3,3,3,3,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2446,1,1,2,2,3,2,3,2
False,0,0,1,0,0,0,0,0,0,0,3331,1,2,4,4,4,3,1,1
True,0,0,0,1,0,0,0,0,0,0,4052,2,4,3,3,3,3,2,1
False,0,0,1,0,0,0,0,0,0,0,2544,3,3,2,3,2,3,3,2
False,0,0,0,0,0,0,0,1,0,0,1880,2,2,3,3,3,2,2,2
True,0,0,0,0,0,0,1,0,0,0,1762,2,3,3,1,2,2,2,2
False,0,1,0,1,0,0,0,0,0,0,2067,3,2,2,3,3,3,2,2
False,0,0,0,1,0,0,0,0,0,0,2085,2,2,2,1,3,2,2,2
False,1,0,0,0,0,0,0,0,0,0,2831,2,3,3,3,1,2,2,2
True,1,1,0,0,0,0,0,0,0,0,1886,2,3,2,2,3,2,2,2
True,0,0,0,0,0,0,1,0,0,0,3018,2,2,1,2,3,1,2,2
True,0,0,0,0,0,0,0,1,0,0,2175,2,2,1,3,1,3,1,1
True,0,0,1,0,0,0,0,0,0,0,2794,1,2,2,3,3,2,2,3
True,0,0,0,1,0,0,0,1,0,0,2649,1,2,2,1,2,3,2,1
True,0,1,0,0,0,0,0,0,0,0,1950,2,3,2,2,3,2,2,1
True,0,0,0,0,0,0,0,0,0,0,2725,3,2,2,2,2,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2934,3,3,2,3,3,3,3,2
True,1,0,0,0,0,0,0,0,0,1,2409,3,3,4,2,3,3,4,1
False,0,0,0,1,0,1,0,0,0,0,2721,2,2,4,3,2,2,3,3
True,0,0,0,0,0,0,0,0,0,0,1894,3,3,3,2,2,3,2,2
True,0,0,0,0,1,1,0,0,0,0,3306,3,3,2,2,2,1,2,3
False,0,0,0,0,0,0,0,0,1,0,3106,3,3,2,2,2,3,3,3
True,0,0,0,0,0,0,0,0,0,0,2064,2,3,2,1,3,2,3,2
True,0,0,0,0,0,0,1,0,0,0,2148,2,2,2,2,2,3,2,3
True,0,0,1,1,0,0,0,0,0,0,3138,3,3,4,2,3,2,4,2
False,0,0,0,0,1,0,0,0,0,0,2837,3,3,2,3,2,3,2,1
False,0,0,0,0,0,0,0,0,0,0,2821,1,1,3,3,3,2,2,2
False,0,1,0,0,0,0,0,0,0,0,2542,2,3,2,3,4,3,2,1
False,0,0,0,0,1,0,0,0,0,0,2550,3,3,2,2,3,2,3,2
False,0,0,1,0,0,0,1,0,0,0,3467,2,3,1,3,3,3,2,2
True,1,0,0,0,0,1,0,0,0,1,2132,1,3,2,4,2,1,3,1
True,0,0,0,0,0,0,0,0,0,0,1232,2,3,3,3,3,3,3,3
True,0,1,1,1,0,0,0,0,0,0,1728,4,3,3,2,2,3,3,3
False,0,0,0,0,0,0,1,0,0,0,1787,2,3,2,2,2,3,3,3
True,1,0,0,0,0,1,0,0,0,0,2056,2,3,3,1,2,3,2,2
True,0,1,0,0,0,1,0,0,0,0,1505,2,1,2,4,3,2,4,2
False,0,0,1,0,0,0,0,0,0,0,1989,3,3,1,2,2,3,1,2
True,0,0,0,0,0,0,0,1,0,0,1616,3,2,3,1,3,2,3,2
True,1,0,0,0,0,0,0,0,0,0,3386,2,3,3,3,1,3,3,1
True,1,1,0,0,0,0,1,0,0,0,2301,3,3,1,4,3,3,3,2
True,0,1,0,0,0,0,0,0,0,0,1994,2,1,1,2,3,2,1,2
True,0,0,0,0,0,0,0,0,0,0,1970,3,2,1,3,3,2,1,1
False,0,1,0,0,0,0,0,0,0,0,3540,3,4,1,3,3,2,2,1
False,0,0,0,1,1,0,0,0,0,0,1695,3,3,1,3,2,2,2,2
False,0,1,0,0,0,0,0,0,0,0,2972,2,2,2,2,2,2,3,2
False,0,0,0,1,0,0,0,0,0,0,3972,3,4,2,3,1,1,2,2
True,0,0,1,0,0,0,1,0,0,0,2955,2,2,4,3,4,2,2,1
True,0,0,0,0,0,0,0,0,0,0,649,2,3,2,2,3,2,3,2
True,0,0,0,0,0,0,0,0,1,0,2785,3,3,2,3,2,3,2,3
True,0,1,1,0,0,0,0,0,0,1,2494,3,3,1,3,2,3,3,3
True,1,0,0,0,0,0,0,0,0,0,2498,2,3,1,2,3,3,2,1
True,0,0,0,0,0,0,0,0,1,0,2777,2,3,1,2,1,3,1,3
True,1,0,1,0,0,0,0,0,0,0,1992,3,3,3,1,3,2,2,2
False,0,0,0,0,0,0,0,0,0,1,3032,2,3,2,3,3,2,2,2
True,0,1,0,0,0,1,0,0,0,0,2010,2,2,2,2,2,3,1,3
True,0,0,1,1,0,1,0,0,0,0,2325,3,3,3,3,3,3,2,3
True,1,0,0,0,0,1,0,0,0,0,1957,3,3,2,2,3,3,2,2
True,0,0,0,0,0,1,0,0,0,0,2479,1,2,2,3,3,2,2,2
True,1,0,0,0,0,0,0,1,0,1,2376,3,3,2,3,3,2,1,2
False,1,0,0,0,0,0,0,0,0,0,2968,3,3,4,3,3,2,3,1
False,1,0,0,0,0,0,0,0,0,0,2845,2,3,3,3,2,2,3,3
False,0,0,0,0,0,0,0,0,0,0,2454,2,3,2,1,3,3,3,3
True,0,0,0,1,0,0,0,0,0,1,3255,2,2,2,3,2,3,1,2
False,0,0,0,0,0,1,1,1,0,0,2721,3,4,3,3,2,2,3,3
True,0,1,0,0,0,0,0,0,0,0,3219,3,3,3,2,2,2,3,2
False,0,0,0,1,0,1,0,0,1,0,2508,2,2,2,2,1,2,2,2
False,0,0,1,0,0,0,0,0,0,0,2848,3,3,1,3,3,2,1,1
False,0,0,1,0,0,0,0,0,0,0,2560,2,2,2,3,3,3,3,1
True,0,0,1,0,0,0,1,1,0,0,2856,3,3,2,2,2,3,3,1
True,0,1,0,0,0,1,0,0,1,0,3034,2,2,2,2,2,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2272,2,2,2,2,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1429,2,3,3,3,2,2,2,2
False,0,1,0,0,0,0,0,0,1,0,3029,2,4,1,2,2,1,1,1
True,0,0,0,0,0,1,0,1,0,0,2562,2,3,2,2,3,2,2,2
False,0,0,0,0,0,0,1,0,0,0,2474,3,3,2,3,3,3,3,2
True,0,0,0,0,0,1,0,0,0,0,1378,1,4,2,2,2,2,2,1
False,1,0,0,0,0,0,0,0,1,0,3609,2,3,3,3,3,2,2,2
True,1,0,1,0,0,0,0,0,0,0,2299,2,3,3,4,3,2,2,2
True,0,1,0,0,1,0,0,0,0,0,2790,2,2,2,2,4,2,2,2
False,0,0,0,0,0,0,1,1,0,0,2482,3,3,3,3,4,2,3,2
True,0,0,0,0,0,0,0,0,0,0,3098,3,4,2,3,3,2,3,2
True,0,0,0,0,0,0,0,0,1,1,2067,1,2,1,2,3,2,2,1
False,1,0,0,0,0,0,0,0,0,0,1973,2,2,2,2,2,4,2,2
False,0,0,0,0,0,0,0,0,0,0,2326,4,2,2,3,3,3,3,3
True,1,0,0,0,1,0,0,0,0,1,2019,2,1,2,3,2,2,2,2
True,0,0,0,0,0,0,0,0,1,0,2819,3,4,3,2,4,2,2,2
False,1,1,0,0,0,0,0,0,0,0,2630,2,2,1,2,2,3,2,3
True,0,0,0,0,1,0,0,0,0,0,2015,3,2,2,3,2,3,2,1
False,1,0,0,0,1,0,0,0,0,0,2701,3,1,3,2,3,1,2,1
True,0,0,0,0,1,0,0,0,0,0,3849,1,3,2,2,2,2,3,1
False,0,0,0,0,0,1,1,0,0,1,1978,3,3,3,2,3,3,2,1
False,1,0,0,1,0,0,0,0,1,0,4751,3,5,2,2,3,2,2,2
False,0,1,1,0,0,0,0,0,1,0,2778,3,2,2,2,2,2,2,1
True,0,1,0,0,0,0,0,0,0,0,2224,2,2,2,3,3,2,2,3
True,0,0,0,0,0,1,0,0,0,0,1906,3,3,2,4,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2678,2,3,3,3,2,2,2,2
True,1,1,0,0,1,0,0,0,0,1,3339,2,2,2,2,2,3,2,1
True,0,0,1,0,0,0,1,0,0,1,2441,4,4,2,1,2,3,2,2
True,0,0,1,0,0,0,0,0,0,0,3234,2,3,3,4,2,2,2,3
False,0,0,0,1,0,0,0,0,0,1,2520,1,2,1,2,3,2,2,3
True,0,0,0,0,1,0,0,0,0,0,1594,2,1,2,3,2,3,2,1
False,0,0,0,0,0,0,0,0,1,0,1763,3,3,3,3,1,2,3,3
True,1,0,0,0,1,0,0,0,0,1,2191,3,2,2,3,2,3,3,2
False,0,1,0,0,0,0,0,1,0,0,2011,3,3,2,2,3,4,2,1
False,0,0,0,0,0,0,0,0,0,0,2035,2,4,3,3,3,1,1,2
False,0,0,0,1,0,0,0,0,0,0,3087,3,2,3,2,3,3,3,3
False,0,0,0,0,0,0,0,0,0,1,2843,2,3,2,2,3,2,3,1
False,0,0,1,0,0,0,0,1,0,0,2537,2,2,2,3,2,2,2,2
True,1,1,0,0,0,0,0,0,0,0,2528,2,3,3,3,3,1,2,1
False,0,0,0,0,0,0,0,0,1,0,1644,2,2,1,3,2,1,2,5
True,0,1,0,1,0,1,0,0,0,0,1622,3,2,1,3,4,3,1,1
False,0,0,1,0,0,0,0,0,0,0,2479,4,4,2,2,2,2,1,1
False,0,0,0,0,0,1,0,0,0,0,2076,2,1,2,3,3,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2474,2,2,3,2,1,3,2,3
True,0,0,0,0,1,0,0,0,0,0,2432,2,2,2,3,3,2,2,2
True,1,0,0,0,0,0,0,0,0,0,1919,3,2,1,3,3,3,1,2
False,0,0,0,1,0,0,0,0,0,0,3253,2,3,3,1,2,3,3,1
True,1,0,0,0,1,0,0,0,0,0,2283,2,2,3,3,3,2,3,1
False,0,0,0,0,0,0,0,0,0,0,1597,3,2,2,2,3,2,2,2
True,1,1,0,0,0,0,0,1,0,0,2554,2,2,1,1,3,2,1,1
True,0,1,0,0,1,0,0,0,0,1,2780,3,3,1,3,3,3,3,2
False,0,1,0,0,0,0,0,0,0,0,1941,1,2,1,3,3,2,1,5
